編號,基金會名稱,郵遞區號,住址,董事長,目的,許可日期,文號,原始設立基金,目前基金總額,連絡電話,聯絡人,FAX,郵遞區號,聯絡地址,備註
108,財團法人十方襌林文教基金會,100,臺北市中正區信義路2段271號10、11、12樓,釋宏善,為興辦並獎助修學佛陀正法之文化教育事業，秉持實修證、行悲願、正知見、道圓成等為宗旨，以實行正道、莊嚴世界，復興中華文化之目的與理想。,1985-05-21,臺(74)高20012號,1000000,1000000,(02)2392-3100,游玉雪,(02)2322-5300,100,臺北市中正區信義路2段271號12樓,
109,財團法人沈力揚教授醫學教育獎學紀念基金會,112,臺北市北投區立農街2段155號,吳妍華,獎勵醫學研究發展，培養醫學人才，提高中華民國醫學水準。,1985-06-10,臺(74)高23532號,4000000,15000000,(02)2826-7000#2334,陳婉華,(02)2823-9119,112,臺北市北投區立農街2段155號,
110,財團法人教育部接受捐助獎學金基金會,100,臺北市中正區徐州路48之1號5樓,吳清基,以獎掖優秀學生積極向學為宗旨，接受個人或團體捐贈各種獎學金，作有效之規劃及使用。,1964-09-15,臺(53)高23534號,2326926,48456447,(02)3343-7972,劉牧函,(02)3343-7970,100,臺北市中正區中山南路5號,
112,財團法人中華圖書資訊館際合作研究發展基金會,106,臺北市大安區和平東路1段129號國立台灣師範大學圖書館,陳昭珍,以促進我國圖書資訊之研究，推展圖書資訊館際合作，以支援國家科學及人文社會研究發展宗旨。,1985-06-28,臺(74)高26487號,1000000,2686493,(02)2351-2804,張雅婷,(02)2351-3717,106,臺北市大安區和平東路1段129號國立台灣師範大學圖書館,
113,財團法人永龍文教基金會,106,臺北市大安區和平東路3段63號7樓之6,方仲海,為響應中華文化復興運動，發揚中華固有傳統文化，提昇國民氣質，奠定富強康樂的社會基礎為宗旨。,1985-07-18,臺(74)高30048號,1000000,5000000,(02)2735-0028,江盈潔,(02)2704-2396,106,臺北市大安區和平東路3段63號7樓之6,
114,財團法人永井‧顏文教基金會,242,新北市新莊區化成路415號,顏瑛宗,以開發我國材料工業，促進工業升級為宗旨。,1985-08-28,臺(74)高36420號,2500000,12961750,(02)8521-5837,陳素珠,(02)8522-1774,242,新北市新莊區化成路415號,
115,財團法人國際中國管理與現代倫理文教基金會,104,臺北市中山區中山北路3段30號9樓之3,成惕軒,推廣中國管理教育倫理及國際管理教育體系，國際中國管理研究所之研究計畫推展，海外學術交流推廣。,1985-09-10,臺(74)高38824號,2000000,2000000,(02)2723-8689,陳清祥,(02)2723-8689,110,臺北市信義區忠孝東路5段386號5樓,
117,財團法人環宇國際文化教育基金會,106,臺北市大安區羅斯福路3段273號4樓A室,黃石城,以促進國際學術、科學、宗教及文化交流，增進國際親善與實現世界和平為宗旨。,1985-09-23,臺(74)高41229號,1000000,1000000,(02)2369-9907,劉威群,(02)2369-8901,106,臺北市大安區羅斯福路3段273號6樓C室,
118,財團法人崇德文化教育基金會,235,新北市中和區圓通路367巷33弄34之6號,李奇豪,以發揚中華倫理道德文化暨弘揚一貫道道義與儀規，進而獎助各界研究一貫道學術思想與文化傳承，促進世界大同為宗旨。,1985-10-02,臺(74)高42780號,1500000,1500000,(02)2246-1390,張明致,(02)2246-1389,235,新北市中和區圓通路367巷33弄34之6號,
119,財團法人楊學周機械基金會,406,臺中市北屯區文心路698號22樓之2,黃正芳,以促進中華民國機械工業方面之研究發展。,1985-10-29,臺(74)高47707號,1000000,1000000,(04)2451-7250#3502,白安平,(04)2451-6545,407,臺中市西屯區文華路100號逢甲大學機械系辦,
121,財團法人林迺翁文教基金會,111,臺北市士林區至善路2段282號,林清富,一、以獎助文教藝術，協助政府推行公益政令為宗旨。二、設立順益台灣原住民博物館。,1985-12-09,臺(74)高55178號,10000000,909121098,(02)2841-2611,林威城,(02)2841-2615,111,臺北市士林區至善路2段282號,
122,財團法人至友文教基金會,104,臺北市中山區松江路65號11樓,張漢裕,獎助文化教育業務。,1985-12-18,臺(74)高56723號,1260000,1260000,(02)2781-9524,盧福地,,106,臺北市大安區仁愛路3段123巷3弄14號1樓,
123,財團法人挺衛文教基金會,104,臺北市中山區南京東路3段26號12樓,王亭傑,提高國民就業技能與生活品質，宏揚固有文化，提攜家庭倫理，倡導現代親子理念，奠定全民健康生活教育之基礎。,1985-12-30,臺(74)高58473號,1000000,4000000,(02)2515-7562,劉惠敏,(02)2515-7159,104,臺北市中山區南京東路3段26號12樓,
124,財團法人中國視聽教育基金會,106,臺北市大安區和平東路3段406巷8號5樓之5,張霄亭,以研究、倡導及推廣視聽教育為宗旨。,1986-01-07,臺(75)高00540號,1000000,7989500,(02)2351-1008,蕭麗珍,(02)2321-4930,106,臺北市大安區臺北郵政第22之25號信箱,
125,財團法人語言訓練測驗中心,106,臺北市大安區辛亥路2段170號,李嗣涔,為肆應中華民國經濟社會發展之特殊需要，研發辦理各項語言教學、訓練及測驗。,1986-01-14,臺(75)高01757號,40000000,181400000,(02)2362-6385#201,林麗香,(02)2362-2809,106,臺北市大安區辛亥路2段170號,
126,財團法人生物醫學科學基金會,115,臺北市南港區研究院路2段128號,蔡作雍,促進醫學及醫學有關之生命科學各種學科之發展，厚植社會及國家醫學科學基礎，提昇科技品質增進國人以至全人類之健康。,1986-01-23,臺(75)高3030號,4000000,42468339,(02)2652-3080,潘容容,(02)2782-9224,115,臺北市南港區研究院路2段128號,
127,財團法人陳萬裕教授學術基金會,100,臺北市中正區青島西路11號4樓之1,陳萬裕,以台大醫學院內科陳萬裕教授對醫學教育及研究之貢獻，以提高我國醫學教育及學術研究水準增進國際學術交流為宗旨。,1986-02-17,臺(75)高06258號,1000000,3200000,(02)2312-3456#65028,謝芬芳,,100,臺北市中正區中山南路7號台大醫院內科臨床研究大樓1328室,
128,財團法人彥棻文教基金會,100,臺北市中正區重慶南路1段121號7之16,華力進,以創辦或獎助文化教育事業並倡導及獎助學術研究為宗旨。,1986-01-10,臺(75)高01378號,11300000,11300000,(02)2363-0660,鄭雪霏,(02)2363-5071,106,臺北市大安區師大路86巷15號3樓,
129,財團法人展杏文教基金會,110,臺北市信義區吳興街250號,阮正雄,以協助北醫及北醫之關聯醫院及有關文化學術機構發展文教業務服務社會為目的。,1986-03-14,臺(75)高09832號,1000000,1000000,(02)2736-1661#6140,梁文俐,(02)2377-4623,110,臺北市信義區吳興街250號台北醫大教研8樓生藥學科,
131,財團法人心知文教基金會,806,高雄市前鎮區修文街244號,洪傳宗,提昇國民對生命知識之認知，以增進其生活及文化涵養暨促進社會和諧進步為依歸。,1986-03-20,臺(75)高10712號,1000000,1000000,(02)2364-0990,陳芳美,(02)2841-4127,806,高雄市四維四路190號5樓之3,
134,財團法人吳舜文新聞獎助基金會,106,臺北市大安區敦化南路2段2號7樓,嚴凱泰,以獎助新聞從業人員，俾提高報紙及雜誌事業水準為宗旨。,1986-05-19,臺(75)高21022號,25000000,52302615,(02)2708-1641,王慧行,(02)2708-8638,106,臺北市大安區敦化南路2段2號7樓,
135,財團法人虎尾科技大學文教基金會,632,雲林縣虎尾鎮文化路64號,張天津,協助學校校務發展、推動學術研究與文教活動，促進校友聯誼及獎勵優秀清寒學生為宗旨。,1995-10-02,臺(84)社047914號,2000000,5400000,(05)631-5011,廖麗文,(05)633-6061,632,雲林縣虎尾鎮文化路64號,
136,財團法人中美和文教基金會,114,臺北市內湖區瑞光路392號9樓,王紹堉,以協助中華民國藝術、科學、醫療及環保有關之文教學術活動之推展為宗旨。,1986-07-03,臺(75)高28106號,12000000,131160000,(02)2715-6688,柯惠玲,(02)2713-2499,114,臺北市內湖區瑞光路392號9樓,
137,財團法人立達學社基金會,106,臺北市大安區忠孝東路4段320號10樓,邵廷琥,為紀念胡敦復先生興學育才之素志共同研究學術積極提倡科技研究發展己立立人己達達人為宗旨。,1979-09-21,臺(68)高27582號,2000000,12259413,(02)2781-2106#815,溫怡瑾,(02)2771-0322,106,臺北市大安區忠孝東路4段320號8樓,
138,財團法人財經研究教育基金會,110,臺北市信義區信義路5段7號68樓,吳秋華,以推行與財經、會計、稅務學術研究有關之文教公益事業，服務社會大眾為宗旨。,1986-08-21,臺(75)高36665號,2000000,2000000,(02)8786-0309,賴三郎,(02)8786-0302,110,臺北市信義區信義路5段7號68樓,
140,財團法人陳宗仁先生免疫學研究發展基金會,231,新北市新店區新烏路2段200巷3號,葉明陽,以發展免疫學研究發展為宗旨。,1986-09-01,臺(75)高38170號,1220400,1220400,(02)2826-4542,吳佩錚,,112,臺北市北投區振興街45號院本部,
141,財團法人近代法制研究基金會,100,臺北市中正區杭州南路1段69號4樓,徐立德,以研究近代法制宏揚憲政為目的。,1986-07-22,臺(75)高31215號,6500000,87000000,(02)2392-5585,馬永駿,(02)2321-8623,100,臺北市中正區杭州南路1段69號4樓,
142,財團法人李鎮源教授學術基金會,100,臺北市中正區仁愛路1段1號,蘇銘嘉,以提昇國內藥理學研究水準及促進學術交流為宗旨。,1986-09-12,臺(75)高40502號,1745550,8700000,(02)2312-3456#88317,何宜錦,(02)2397-1403,100,臺北市中正區仁愛路1段1號11樓台大醫學院藥理學科,
143,財團法人宋作楠先生紀念教育基金會,105,臺北市松山區民生東路3段156號12樓,宋以立,以推動會計、審計、財務、稅務、資訊，管理及相關等知識之教育及研究、推廣文藝活動、提昇人文精神為宗旨。,1986-09-13,臺(75)高40605號,2800000,90000000,(02)2545-9988#2615,黃瑞華,(02)2545-9966,105,臺北市松山區民生東路3段156號12樓,原「勤業教育基金會」
144,財團法人恒昶文教基金會,106,臺北市大安區仁愛路4段396之1號1樓,沈愛根,為倡導、協助國內光學水準及促進全民正當休閒活動。,1986-10-08,臺(75)高45059號,1000000,87489672,(02)2708-9766,陳麗芬,(02)2706-6466,106,臺北市大安區仁愛路4段396之1號1樓,
145,財團法人中和堂文教基金會,234,新北市永和區仁愛路60號6樓,曹慶湘,以崇敬先師林森倪公齊暨奉化王公徵瑩，生前對發揚五倫八德，提倡修齊治平養性教育，以及教學不厭不倦之精神與行誼為創立宗旨。,1986-10-27,臺(75)高48250號,1000000,18438850,(02)2921-2273,林賜財,(02)2928-0762,234,新北市永和區仁愛路60號6樓,
146,財團法人趙麗蓮教授文教基金會,100,臺北市中正區濟南路1段2之1號,溫文昭,推廣英語教學，促進文化交流為宗旨。,1990-02-03,臺(79)社4623號,1000000,1000000,(02)2396-1907,郭明桂,(02)2396-1907,100,臺北市中正區濟南路1段2之1號,
147,財團法人育英文教基金會,110,臺北市信義區信義路5段7號62樓,金玉瑩,以促進兒童人格、身心之健全發展，以協助及從事兒童文教活動之研究為宗旨。,1986-11-25,臺(75)高54079號,2000000,2000000,(02)8101-1973#736,莊雅斐,(02)8101-1920,110,臺北市信義區信義路5段7號62樓,
152,財團法人中興工程科技研究發展基金會,105,臺北市松山區南京東路4段186號4樓之7、4樓之9、4樓之11,李樹久,以提昇我國工程科技教育及研究水準，配合國家政策，促進經濟建設之發展為宗旨。,1987-06-08,臺(76)高25295號,51000000,346445500,(02)2577-4567#103,姚長春,(02)2577-3667,105,臺北市松山區南京東路4段186號4樓之9,
154,財團法人環球經濟研究基金會,105,臺北市松山區敦化北路50巷23號1樓,許士軍,以配合國家政策，促進國內外財經文教關係，健全管理科學及經濟學術發展，提升國民經濟文化水準為宗旨。,1987-06-16,臺(76)高26586號,1000000,3000000,(02)8773-8878,徐貴英,(02)8773-4855,105,臺北市松山區敦化北路50巷23號1樓,
155,財團法人劉真先生學術基金會,106,臺北市大安區和平東路1段127號之1師大綜合大樓9樓,許水德,以倡導學術研究及宏揚中華文化為宗旨。,1987-06-26,臺(76)高28497號,10000000,15792500,(02)2322-3134,陳薌宇,(02)2321-8350,106,臺北市大安區和平東路1段129號之1號9樓925室,
156,財團法人孔孟聖道文教基金會,829,高雄市湖內區葉厝里保生路392號,王昆德,以復興中華文化、發揚孔孟思想、提振人類本質之良知良能、促進世界大同為宗旨。,1987-07-01,臺(76)高29280號,1500000,1500000,(02)2366-0357,李玉柱,(02)2365-3313,829,高雄市湖內區葉厝里保生路392號,
157,財團法人宋瑞樓教授學術基金會,100,臺北市中正區常德街1號,宋瑞樓,以鼓勵從事消化系醫學及肝臟學相關研究暨提昇消化系醫學及肝臟學水準為宗旨。,1987-08-05,臺(76)高35943號,1000000,11350000,(02)2312-3456#67086,黃君琪,(02)2331-7624,100,臺北市中正區常德街1號,
158,財團法人玄奘文教基金會,100,臺北市中正區紹興北街6號,了中,以發揚佛教教義，興辦社會文化教育事業為宗旨。,1987-08-26,臺(76)高39371號,3000000,3000000,(02)2394-4323#10,施金鳳,(02)2394-9036,100,臺北市中正區紹興北街6號,
160,財團法人「張老師」基金會,104,臺北市中山區松江路219號,周逸衡,以配合政府政策辦理身心輔導、心理諮商、心理治療與心理衛生教育推廣等有關工作，以加強接受本會服務的當事人生活適應能力，激發其潛能，創造幸福美滿人生，進而促進社會國家之安和樂利為宗旨。,1987-10-09,臺(76)高47864號,3000000,53593858,(02)2502-5858#463,劉玫伶,(02)2503-8052,104,臺北市中山區松江路219號401室,
161,財團法人青杏醫學文教基金會,100,臺北市中正區仁愛路1段1號,楊照雄,鼓勵優秀醫學人員研究發展尖端科學，增進國際醫學交流提高我國醫學水準。,1987-10-28,臺(76)高51447號,1200000,3000000,(02)2312-3456#8716,張蓓蓓,(02)2356-0257,100,臺北市中正區仁愛路1段1號,
162,財團法人梅山文教基金會,106,臺北市大安區舟山路30巷3弄22號,呂學儀,發展教育事業，推廣文化活動。,1987-10-29,臺(76)高51683號,1000000,1000000,(02)2363-7589,林招治,,106,臺北市大安區基隆路3段30巷3弄22號,
163,財團法人陳炯霖小兒科研究獎學金基金會,100,臺北市中正區青島西路11號4樓之4,呂鴻基,以獎掖小兒科醫師從事有關基礎醫學研究，以發展臨床小兒科學為宗旨。,1987-10-28,臺(76)高51450號,1190000,2000000,(02)23319494,張英娜,(02)2351-6448,100,臺北市中正區青島西路11號4樓之4,
